Número do processo,UF,Assunto,Sub-assunto,Resultado macro,Resultado micro,Valor da causa,Valor da condenação/indenização
8088298-25.2025.8.26.9122,SP,Não reconhece operação,Genérico,Êxito,Extinção,"15.347,65","0,00"
8568219-45.2025.8.22.7486,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"16.977,57","0,00"
9757244-42.2025.8.27.3326,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"14.815,82","0,00"
6946781-82.2025.8.12.8064,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"13.964,53","0,00"
1116078-18.2025.8.21.0175,RS,Não reconhece operação,Golpe,Êxito,Improcedência,"9.338,05","0,00"
2925063-94.2025.8.20.7343,RN,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.726,81","12.427,89"
6902639-30.2025.8.14.7174,PA,Não reconhece operação,Golpe,Êxito,Extinção,"14.359,52","0,00"
8121537-68.2025.8.15.6150,PB,Não reconhece operação,Genérico,Êxito,Extinção,"13.560,17","0,00"
7193083-95.2025.8.19.8146,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"23.604,40","0,00"
3383198-54.2025.8.25.6145,SE,Não reconhece operação,Golpe,Êxito,Extinção,"18.459,13","0,00"
4454393-46.2025.8.03.4162,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"13.147,11","0,00"
7179378-35.2025.8.03.9071,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"9.393,01","7.420,48"
1092489-40.2025.8.18.6855,PI,Não reconhece operação,Genérico,Êxito,Extinção,"5.738,96","0,00"
4853921-70.2025.8.24.0745,SC,Não reconhece operação,Genérico,Êxito,Improcedência,"14.002,01","0,00"
8098136-02.2025.8.18.5111,PI,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.296,87","9.178,12"
4215244-95.2025.8.26.4548,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"14.756,84","0,00"
6618882-92.2025.8.01.0464,AC,Não reconhece operação,Genérico,Êxito,Improcedência,"21.748,83","0,00"
9721010-60.2025.8.05.7637,BA,Não reconhece operação,Golpe,Êxito,Extinção,"15.751,99","0,00"
2179453-23.2025.8.06.4151,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"20.702,46","0,00"
3235715-76.2025.8.15.8182,PB,Não reconhece operação,Golpe,Êxito,Extinção,"15.150,58","0,00"
4248353-99.2025.8.02.5743,AL,Não reconhece operação,Golpe,Êxito,Extinção,"20.889,47","0,00"
5276775-36.2025.8.11.9346,MT,Não reconhece operação,Genérico,Êxito,Improcedência,"5.876,11","0,00"
4869414-64.2025.8.24.1910,SC,Não reconhece operação,Golpe,Êxito,Improcedência,"13.171,38","0,00"
7175223-16.2025.8.15.2288,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.794,29","7.249,20"
5051537-73.2025.8.14.4292,PA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.290,01","14.523,61"
1356124-00.2025.8.25.7412,SE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.860,80","9.135,97"
8280669-47.2025.8.04.4345,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.348,84","14.679,07"
6560552-00.2025.8.03.2117,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.434,78","15.691,30"
6705676-62.2025.8.10.8247,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"12.526,19","0,00"
8341970-15.2025.8.20.1094,RN,Não reconhece operação,Golpe,Êxito,Improcedência,"14.761,45","0,00"
6403511-79.2025.8.16.2370,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"24.882,12","12.192,24"
8646087-42.2025.8.04.9208,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"13.632,11","13.223,15"
8850095-31.2025.8.25.0775,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"14.706,02","0,00"
4630586-35.2025.8.18.9177,PI,Não reconhece operação,Golpe,Êxito,Extinção,"7.539,16","0,00"
6726305-24.2025.8.16.5240,PR,Não reconhece operação,Golpe,Êxito,Improcedência,"9.318,49","0,00"
7098263-93.2025.8.08.7720,ES,Não reconhece operação,Genérico,Êxito,Improcedência,"17.534,20","0,00"
5663347-78.2025.8.27.0960,TO,Não reconhece operação,Golpe,Êxito,Extinção,"10.955,58","0,00"
1306340-25.2025.8.05.5696,BA,Não reconhece operação,Genérico,Êxito,Extinção,"20.157,63","0,00"
2156589-79.2025.8.01.1841,AC,Não reconhece operação,Genérico,Êxito,Extinção,"13.917,41","0,00"
9961562-09.2025.8.26.2183,SP,Não reconhece operação,Golpe,Êxito,Extinção,"13.004,44","0,00"
2464864-52.2025.8.02.9940,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"9.842,12","0,00"
8549988-83.2025.8.02.7391,AL,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"20.136,88","14.297,18"
8582261-12.2025.8.26.7539,SP,Não reconhece operação,Golpe,Êxito,Improcedência,"4.992,40","0,00"
8288528-70.2025.8.01.2995,AC,Não reconhece operação,Genérico,Êxito,Improcedência,"24.518,81","0,00"
3762395-91.2025.8.15.4914,PB,Não reconhece operação,Golpe,Êxito,Extinção,"22.192,86","0,00"
1238480-22.2025.8.13.5813,MG,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.000,99","8.400,42"
9891005-26.2025.8.19.8128,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"19.383,08","0,00"
6457642-82.2025.8.05.4568,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,"7.677,57","6.295,61"
3316635-39.2025.8.04.0951,AM,Não reconhece operação,Genérico,Êxito,Extinção,"15.577,16","0,00"
1038836-91.2025.8.09.3092,GO,Não reconhece operação,Golpe,Êxito,Improcedência,"11.138,04","0,00"
1755115-52.2025.8.10.7708,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"16.462,36","0,00"
8240073-02.2025.8.17.7822,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.594,18","7.251,73"
2253784-68.2025.8.19.4828,RJ,Não reconhece operação,Golpe,Não Êxito,Procedência,"15.024,89","14.273,65"
2901114-58.2025.8.13.2120,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"22.194,54","0,00"
6989995-71.2025.8.18.6700,PI,Não reconhece operação,Genérico,Êxito,Extinção,"6.746,38","0,00"
1356264-55.2025.8.22.6535,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"19.432,20","0,00"
3613516-81.2025.8.03.8982,AP,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"7.278,44","5.458,83"
3139526-02.2025.8.02.8044,AL,Não reconhece operação,Golpe,Êxito,Extinção,"16.803,45","0,00"
2219556-51.2025.8.27.7543,TO,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.489,32","11.498,70"
4994166-61.2025.8.26.6460,SP,Não reconhece operação,Genérico,Êxito,Improcedência,"15.790,88","0,00"
2822684-10.2025.8.16.3258,PR,Não reconhece operação,Golpe,Êxito,Improcedência,"14.969,81","0,00"
8344899-42.2025.8.27.3240,TO,Não reconhece operação,Golpe,Não Êxito,Procedência,"8.521,48","6.902,40"
8570342-65.2025.8.10.4403,MA,Não reconhece operação,Golpe,Êxito,Extinção,"9.445,22","0,00"
7960709-55.2025.8.12.9230,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"19.136,00","0,00"
1192688-27.2025.8.17.5687,PE,Não reconhece operação,Golpe,Não Êxito,Procedência,"12.448,95","10.830,59"
7598606-91.2025.8.19.9777,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"18.466,21","0,00"
6773939-24.2025.8.14.2293,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"18.913,78","0,00"
4279236-93.2025.8.06.4044,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.917,56","6.808,67"
4508530-12.2025.8.02.3855,AL,Não reconhece operação,Golpe,Êxito,Extinção,"25.386,38","0,00"
6764815-46.2025.8.15.3576,PB,Não reconhece operação,Golpe,Êxito,Improcedência,"20.634,97","0,00"
9772047-31.2025.8.18.0341,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"15.685,95","0,00"
4639024-59.2025.8.16.1974,PR,Não reconhece operação,Genérico,Êxito,Improcedência,"15.458,17","0,00"
2043708-90.2025.8.15.6759,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.613,04","13.290,43"
5285678-53.2025.8.06.6649,CE,Não reconhece operação,Golpe,Êxito,Extinção,"16.887,19","0,00"
9637042-57.2025.8.13.2481,MG,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"12.317,80","8.376,10"
1576098-68.2025.8.03.4175,AP,Não reconhece operação,Golpe,Não Êxito,Acordo,"9.210,51","3.315,78"
5887240-50.2025.8.19.2358,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"11.573,75","0,00"
2927189-93.2025.8.07.4334,DF,Não reconhece operação,Genérico,Êxito,Improcedência,"22.247,17","0,00"
4993826-61.2025.8.12.3798,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"12.651,63","0,00"
1250806-63.2025.8.15.3184,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"7.935,81","2.936,25"
3464251-69.2025.8.02.5389,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"15.765,28","9.459,17"
3386911-94.2025.8.24.2545,SC,Não reconhece operação,Genérico,Êxito,Improcedência,"15.096,61","0,00"
4777738-30.2025.8.05.2908,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"14.215,62","0,00"
8310501-28.2025.8.07.2013,DF,Não reconhece operação,Genérico,Êxito,Improcedência,"18.212,57","0,00"
7077687-05.2025.8.12.1702,MS,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"8.252,87","2.475,86"
8572879-47.2025.8.07.1380,DF,Não reconhece operação,Genérico,Êxito,Improcedência,"14.247,13","0,00"
4214837-79.2025.8.19.9688,RJ,Não reconhece operação,Genérico,Êxito,Extinção,"14.692,42","0,00"
5706410-21.2025.8.03.3796,AP,Não reconhece operação,Golpe,Não Êxito,Procedência,"24.060,83","20.932,92"
3461309-42.2025.8.13.8779,MG,Não reconhece operação,Golpe,Êxito,Extinção,"13.772,66","0,00"
9506385-53.2025.8.13.7050,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"25.424,03","0,00"
6262507-73.2025.8.05.0207,BA,Não reconhece operação,Genérico,Êxito,Extinção,"15.650,11","0,00"
6455261-10.2025.8.15.5049,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"18.666,57","11.573,27"
3507358-33.2025.8.21.5245,RS,Não reconhece operação,Golpe,Não Êxito,Procedência,"20.538,08","16.430,46"
9167513-45.2025.8.10.3117,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"16.811,45","0,00"
9707550-59.2025.8.26.0358,SP,Não reconhece operação,Golpe,Êxito,Extinção,"11.103,33","0,00"
8670363-58.2025.8.27.6852,TO,Não reconhece operação,Golpe,Êxito,Improcedência,"21.631,07","0,00"
8912374-56.2025.8.11.2631,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"14.795,01","0,00"
4411095-92.2025.8.12.6022,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"7.132,71","0,00"
2285434-69.2025.8.19.1790,RJ,Não reconhece operação,Golpe,Êxito,Improcedência,"10.276,21","0,00"
4679711-88.2025.8.02.0118,AL,Não reconhece operação,Golpe,Êxito,Extinção,"22.097,58","0,00"
7242495-45.2025.8.14.6636,PA,Não reconhece operação,Golpe,Êxito,Improcedência,"16.360,36","0,00"
6348614-83.2025.8.01.9320,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"1.495,17","0,00"
8899566-68.2025.8.02.2304,AL,Não reconhece operação,Genérico,Êxito,Extinção,"13.235,11","0,00"
1271372-96.2025.8.11.7309,MT,Não reconhece operação,Genérico,Êxito,Improcedência,"16.401,38","0,00"
8300239-70.2025.8.26.5975,SP,Não reconhece operação,Golpe,Não Êxito,Procedência,"20.981,05","18.253,51"
5251017-25.2025.8.07.6670,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"18.639,59","0,00"
8740679-07.2025.8.21.5367,RS,Não reconhece operação,Golpe,Êxito,Extinção,"19.128,92","0,00"
6664039-45.2025.8.10.9642,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.236,34","4.481,45"
1915712-44.2025.8.22.8116,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"18.910,87","0,00"
1440826-76.2025.8.12.3293,MS,Não reconhece operação,Golpe,Êxito,Extinção,"19.051,74","0,00"
2560675-57.2025.8.07.4056,DF,Não reconhece operação,Golpe,Não Êxito,Procedência,"23.268,40","20.708,88"
9399142-87.2025.8.03.0156,AP,Não reconhece operação,Golpe,Êxito,Extinção,"18.307,66","0,00"
7718810-86.2025.8.04.4948,AM,Não reconhece operação,Genérico,Êxito,Extinção,"17.298,02","0,00"
8078466-22.2025.8.01.2046,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"9.675,03","0,00"
2165451-54.2025.8.04.0027,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"9.723,82","8.945,91"
9158768-60.2025.8.19.5708,RJ,Não reconhece operação,Golpe,Êxito,Extinção,"23.752,98","0,00"
7494970-64.2025.8.18.9229,PI,Não reconhece operação,Golpe,Êxito,Improcedência,"20.128,10","0,00"
1091985-80.2025.8.22.1468,RO,Não reconhece operação,Genérico,Êxito,Improcedência,"10.288,83","0,00"
9029823-30.2025.8.07.1004,DF,Não reconhece operação,Golpe,Êxito,Extinção,"8.207,88","0,00"
5398879-64.2025.8.04.8971,AM,Não reconhece operação,Golpe,Não Êxito,Procedência,"18.760,85","15.571,51"
1056864-32.2025.8.06.0207,CE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"14.078,17","11.825,66"
8232943-12.2025.8.24.7746,SC,Não reconhece operação,Golpe,Êxito,Extinção,"18.805,59","0,00"
4189362-96.2025.8.05.7549,BA,Não reconhece operação,Golpe,Não Êxito,Procedência,"23.942,09","23.463,25"
1761534-48.2025.8.05.5752,BA,Não reconhece operação,Golpe,Êxito,Improcedência,"14.552,97","0,00"
5916946-39.2025.8.18.1740,PI,Não reconhece operação,Golpe,Êxito,Extinção,"19.879,14","0,00"
9826839-33.2025.8.09.4592,GO,Não reconhece operação,Golpe,Êxito,Extinção,"1.690,58","0,00"
2071705-33.2025.8.09.2483,GO,Não reconhece operação,Golpe,Êxito,Extinção,"20.452,54","0,00"
4580538-76.2025.8.02.7441,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"14.726,52","0,00"
7201090-37.2025.8.03.4197,AP,Não reconhece operação,Golpe,Êxito,Improcedência,"13.121,71","0,00"
4601249-55.2025.8.13.2609,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"17.525,06","0,00"
6495390-76.2025.8.16.3556,PR,Não reconhece operação,Golpe,Não Êxito,Procedência,"16.300,68","16.137,67"
5698059-39.2025.8.20.3553,RN,Não reconhece operação,Golpe,Êxito,Extinção,"21.042,66","0,00"
5255007-04.2025.8.12.5460,MS,Não reconhece operação,Golpe,Êxito,Extinção,"21.416,73","0,00"
8685573-70.2025.8.04.0283,AM,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"13.598,27","10.334,69"
3255107-96.2025.8.04.3375,AM,Não reconhece operação,Genérico,Êxito,Improcedência,"17.939,08","0,00"
9634039-33.2025.8.15.8454,PB,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"5.953,46","3.988,82"
4594156-82.2025.8.20.7795,RN,Não reconhece operação,Genérico,Êxito,Improcedência,"3.718,69","0,00"
5191989-42.2025.8.24.7984,SC,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"17.268,48","9.497,66"
3973311-34.2025.8.04.9437,AM,Não reconhece operação,Genérico,Êxito,Extinção,"10.026,19","0,00"
4614223-05.2025.8.13.1479,MG,Não reconhece operação,Golpe,Êxito,Extinção,"16.830,10","0,00"
5063449-61.2025.8.15.2718,PB,Não reconhece operação,Golpe,Êxito,Extinção,"8.688,76","0,00"
9368862-20.2025.8.02.8716,AL,Não reconhece operação,Golpe,Êxito,Improcedência,"21.387,34","0,00"
7362271-90.2025.8.18.1447,PI,Não reconhece operação,Genérico,Êxito,Improcedência,"10.214,98","0,00"
6781070-88.2025.8.13.3422,MG,Não reconhece operação,Golpe,Êxito,Extinção,"21.033,30","0,00"
7026155-52.2025.8.09.1216,GO,Não reconhece operação,Golpe,Êxito,Extinção,"18.753,57","0,00"
1505071-51.2025.8.25.5935,SE,Não reconhece operação,Golpe,Êxito,Extinção,"17.776,92","0,00"
6576664-94.2025.8.10.2101,MA,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"19.129,65","13.773,35"
5891794-79.2025.8.02.7908,AL,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"20.286,53","11.157,59"
9311733-16.2025.8.26.0382,SP,Não reconhece operação,Golpe,Êxito,Extinção,"20.493,61","0,00"
8172842-63.2025.8.14.8077,PA,Não reconhece operação,Genérico,Êxito,Improcedência,"18.654,94","0,00"
9416034-07.2025.8.06.0587,CE,Não reconhece operação,Golpe,Êxito,Improcedência,"16.516,30","0,00"
4336653-11.2025.8.10.2461,MA,Não reconhece operação,Golpe,Êxito,Improcedência,"11.503,74","0,00"
8891229-54.2025.8.12.2726,MS,Não reconhece operação,Golpe,Êxito,Improcedência,"15.257,02","0,00"
9568364-61.2025.8.11.8949,MT,Não reconhece operação,Golpe,Êxito,Extinção,"18.980,14","0,00"
7136162-72.2025.8.11.4897,MT,Não reconhece operação,Genérico,Êxito,Extinção,"11.054,34","0,00"
7044286-14.2025.8.10.4665,MA,Não reconhece operação,Genérico,Êxito,Improcedência,"9.378,57","0,00"
5205629-93.2025.8.08.5114,ES,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.209,31","10.536,05"
7806987-19.2025.8.19.0582,RJ,Não reconhece operação,Genérico,Êxito,Improcedência,"5.319,44","0,00"
8713861-79.2025.8.21.5582,RS,Não reconhece operação,Golpe,Êxito,Extinção,"10.033,14","0,00"
7430955-16.2025.8.12.9006,MS,Não reconhece operação,Genérico,Êxito,Improcedência,"18.032,46","0,00"
8963957-88.2025.8.16.7118,PR,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.086,38","11.903,92"
2854036-39.2025.8.27.9685,TO,Não reconhece operação,Genérico,Êxito,Extinção,"19.832,51","0,00"
9665429-15.2025.8.11.8815,MT,Não reconhece operação,Golpe,Êxito,Improcedência,"13.590,66","0,00"
4151098-21.2025.8.12.3824,MS,Não reconhece operação,Genérico,Êxito,Extinção,"23.861,81","0,00"
5453407-80.2025.8.12.0231,MS,Não reconhece operação,Genérico,Êxito,Improcedência,"16.263,90","0,00"
5076200-45.2025.8.07.3847,DF,Não reconhece operação,Golpe,Êxito,Improcedência,"12.095,37","0,00"
9428433-04.2025.8.25.6121,SE,Não reconhece operação,Golpe,Não Êxito,Procedência,"11.851,98","10.785,30"
7355851-17.2025.8.01.6193,AC,Não reconhece operação,Golpe,Êxito,Improcedência,"6.337,88","0,00"
4984724-22.2025.8.22.4326,RO,Não reconhece operação,Golpe,Êxito,Extinção,"14.269,05","0,00"
1431206-28.2025.8.25.9085,SE,Não reconhece operação,Golpe,Êxito,Improcedência,"23.496,57","0,00"
2864122-17.2025.8.17.0756,PE,Não reconhece operação,Golpe,Não Êxito,Parcial procedência,"16.680,34","13.844,68"
8858551-43.2025.8.13.6450,MG,Não reconhece operação,Golpe,Êxito,Improcedência,"13.118,30","0,00"
3882079-90.2025.8.16.3795,PR,Não reconhece operação,Genérico,Êxito,Extinção,"12.417,61","0,00"
2713525-81.2025.8.25.4584,SE,Não reconhece operação,Genérico,Êxito,Improcedência,"20.402,19","0,00"
4536540-74.2025.8.07.0117,DF,Não reconhece operação,Genérico,Êxito,Improcedência,"21.226,54","0,00"
8239358-08.2025.8.22.8049,RO,Não reconhece operação,Golpe,Êxito,Improcedência,"10.394,86","0,00"
4555128-97.2025.8.17.9309,PE,Não reconhece operação,Genérico,Êxito,Extinção,"17.466,88","0,00"
5592188-68.2025.8.21.0686,RS,Não reconhece operação,Golpe,Êxito,Improcedência,"12.826,19","0,00"
3635517-30.2025.8.03.7116,AP,Não reconhece operação,Genérico,Não Êxito,Parcial procedência,"13.999,80","11.759,83"
6455484-72.2025.8.07.3183,DF,Não reconhece operação,Genérico,Êxito,Extinção,"15.554,61","0,00"
